Sentence,IsDescription
What Sets Apart Background Requirements Candidates varying levels experience may considered minimum 2 years prior relevant experience required Relevant experience either working directly electric utility electric utility consulting company contributing electric distribution projects Bachelor Science Engineering discipline Electrical Mechanical Civil Industrial ABET accredited institution additional relevant experience may considered lieu engineering degree Experience demonstrated proficiency National Electric Safety Code NESC Ability provide reliable transportation as local regional customerrelated travel anticipated,1
Ability demonstrate strong written verbal interpersonal communications skills,1
You Might Also previous experience with Providing estimated costs development BOM calculating CIAC,1
Structural analysis guying calcs cable pulling calcs coordination protective devices electric demand fault currents calculations,1
Design tools Pole Foreman SOCKET SpidaCalc DDS,1
Work management software job estimating software,1
formal informal leadership role Professional Attributes help succeed role Collaborative attitude inclusivity individuals diverse backgrounds geographic locations,1
Ability work limited supervision Positive attitude Professional dress demeanor,1
Join team discover culture collaboration innovation diversity communication transparency worklife balance overall job satisfaction,1
Leidos Civil Group helps modernize infrastructure systems security,1
trusted partner government highlyregulated commercial customers looking transformative solutions mission IT security software engineering operations,1
work customers including FAA DOE NASA National Science Foundation Transportation Security Administration Custom Border Protection airports electric utilities make world safer healthier efficient,1
customers take toughest challenges there times need helping hand specialists fields,1
combine scale Fortune 500 company deep technical knowledge core capabilities expertise talented diverse workforce deliver missioncentric innovations,1
core capabilities developed proven repeatable processes help us deliver agile costeffective solutions foster better world,1
explore learn more click ! At Leidos opportunities boundless,1
challenge staff interesting assignments provide opportunity thrive professionally personally,1
us helping grow career,1
Candidates varying levels experience may considered minimum 2 years prior relevant experience required,0
Relevant experience either working directly electric utility electric utility consulting company contributing electric distribution projects,0
Bachelor Science Engineering discipline Electrical Mechanical Civil Industrial ABET accredited institution additional relevant experience may considered lieu engineering degree,0
Experience demonstrated proficiency National Electric Safety Code NESC,0
Ability provide reliable transportation as local regional customerrelated travel anticipated,0
Ability demonstrate strong written verbal interpersonal communications skills,0
You Might Also previous experience with Providing estimated costs development BOM calculating CIAC,0
Structural analysis guying calcs cable pulling calcs coordination protective devices electric demand fault currents calculations,0
Design tools Pole Foreman SOCKET SpidaCalc DDS,0
Work management software job estimating software,0
Ability work limited supervision Positive attitude Professional dress demeanor,0
All qualified applicants receive consideration employment without regard race color religion sex sexual orientation gender identity national origin disability veteran status,0
Leidos consider qualified applicants criminal histories employment accordance relevant Laws,0
Leidos equal opportunity employerdisabilityvet,0
Secure Nation Ignite Future,0
Join top Information Technology Analytic professionals industry,0
make invaluable contributions national security daily basis.,0
innovative self-contained Big Data environment,0
opportunities growth advancement numerous,0
The successful candidate join existing Data Center Team,0
support aspects Sponsors large complex growing infrastructure.,0
Implementing performing redlines updates circuit designs documentation,0
Experience monitoring tools ideally StruxureWare,0
Experience AutoCAD software,0
Experience VISIO software,0
For positions requiring access technology/software source code subject export control laws,0
ManTech may choose apply license individuals whose access export-controlled technology software source code may require authorization may decline proceed applicant basis alone.,0
ManTech International Corporation well subsidiaries proactively fulfills role equal opportunity employer.,0
currently ManTech seeking motivated career customer-oriented Principal Data Center Engineer join team McLean VA.,1
Joining ManTech team responsible everything infrastructure application development data science advanced analytics beyond.,1
team diverse questions thought-provoking opportunities growth advancement numerous,1
The successful candidate join existing Data Center Team support aspects Sponsors large complex growing infrastructure.,1
Duties Tasks Responsibilities,1
Installing various hardware required,1
Completing service orders accurate timely manner,1
Performing routine operational maintenance support hardware maintenance,1
Responding customer requests quickly resolving technical problems effectively,1
Participating coordinated scheduled maintenance activities multiple parties multiple locations following standard procedures,1
Coordinating technical teams complete various tasks requests projects,1
Completing daily floor checks involving ability understand assess server health status continuous quality assurance,1
Ability lift carry heavy equipment order rack stack hardware maneuver inventory,1
Ability perform hard drive DIMM battery fan power supply replacements,1
Ability navigate HP BIOSDell IDRAC,1
Ability maintain track inventory strong inventory management skills,1
Ability review implement perform redlines updates circuit design documentation,1
7 years relevant data center engineering experience,0
Masters degree replace 1 years experience,0
relevant certification replace 6 months experience,0
Demonstrated hand-on experience hardware installation Tier III maintenance troubleshooting,0
Demonstrated hand-on experience supporting large enterprise-like Data Center,0
Demonstrated hand-on experience installing testing fiber optic copper cable infrastructure,0
Ability read manage power loads maintain thresholds,0
Understanding cooling airflow management,0
Ability lift carry heavy equipment order rack stack hardware maneuver inventory,0
Physical Requirements Frequently moves Audio-Visual Computer equipment weighing 50 pounds across around business campus large facility,0
Use hands operate computer office productivity machinery calculator copy machine computer printer.,0
person position needs occasionally move inside office access file cabinets office machinery etc.,0
ManTech may choose apply license individuals whose access export-controlled technology software source code may require authorization may decline proceed applicant basis alone.,0
If require reasonable accommodation apply position ManTech online applicant system please contact ManTechs Corporate EEO Department 703 2186000.,0
ManTech affirmative action/equal opportunity employer minorities females disabled protected veterans urged apply.,0
ManTechs utilization external recruitment job placement agency predicated upon full compliance equal opportunity/affirmative action policies.,0
ManTech accept resumes unsolicited recruiting firms.,0
pay fees unsolicited services.,0
If qualified individual disability disabled veteran right request accommodation unable limited ability use access http result disability.,0
request accommodation please click provide name contact information.,0
At ASE work every day makes difference lives 15 000 Iupiat shareholders group Alaska natives one remote harshest environments United States.,0
For shareholders ASE provides support employment opportunities contributes survival culture thrived Arctic Circle 10 000 years.,0
For government customers ASE delivers solutions maritime IT systems engineering integration across Department Defense stands ready help improve operational performance reasonable sustainable cost.,0
As ASE employee surrounded challenging yet supportive work environment committed innovation diversity two important values.,0
also access comprehensive benefits competitive pay addition growth opportunities excellent retirement options.,0
Responsibilities Researches analyzes develops designs models tests communications systems equipment including limited networks data links digital radio battle management command control systems wide local area networks pointtopoint systems secure systems signal coding modulation schema.,1
Conducts studies communications systems equipment present projected volume communications effectiveness adequacy system estimated equipment costs.,1
Performs engineering studies obtain data new equipment systems developments communications field adaptability equipment existing systems.,1
Performs work minimal supervision.,1
Handles complex issues problems refers complex issues higherlevel staff.,1
Possesses comprehensive knowledge subject matter.,1
May act lead.,1
Minimum Qualifications Bachelors Degree related field engineering technology completion USN DoD technical schools.,0
Background telephony Avaya communication systems IVN shipboard.,0
5 years experience.,0
Current SECRET clearance ability obtain required.,0
Desired Qualifications Ability communicate effectively provide system training.,0
Prior experience shipboard installations processes controls.,0
Ability write test plans SOVTs white papers effectively.,0
Ability read schematics install repair maintain electronic systems equipment.,0
Ability troubleshoot diagnose malfunctioning electronic equipment systems determine level method repair.,0
Ability use hand tools precision measuring equipment.,0
Skill using diagnostic testing equipment.,0
We equal opportunity employer.,0
applicants receive consideration employment without regard race color religion creed national origin gender genderidentity age marital status sexual orientation veteran status disability pregnancy parental status basis prohibited law.,0
individual disability would like request reasonable accommodation part employment process please contact us 5713537053 information job applications status available contact information.,0
looking challenging exciting career world technology look further.,0
Skyworks innovator high performance analog semiconductors whose solutions powering wireless networking revolution.,0
fastpaced environment strong focus global collaboration minimal layers management freedom make meaningful contributions setting encourages creativity outofthebox thinking.,0
work culture values diversity social responsibility open communication mutual trust respect.,0
excited opportunity work glad want part team talented individuals together change way world communicates.,0
BAW Device Modeling Engineer,1
play key role development Skyworks SAWBAW MEMs technologies.,1
engineer develop Finite Element Models BAW resonators also analyze variety characterization metrology data provide feedback device fabrication team.,1
work closely US Asian engineering teams.,1
Work seamlessly member Skyworks acoustic development group advance BAWSAW MEMs technologies.,1
Construct Finite Element Models FEM collaboration device modeling engineers.,1
Analyze data advanced metrology systems including acoustic vibrometers thermal imagers.,1
Propose new ways characterize analyze find limits stateoftheart MEMs devices including BAW SAW devices.,1
Analyze onwafer device statistics key device parameters.,1
Experience Masters Degree Engineering Physics Chemistry required.,0
PhD degree preferred.,0
Deep understanding either semiconductors acoustic devices.,0
Knowledge semiconductor process MEMs technology desirable.,0
Strong skills data analytics programming scripting desirable.,0
Demonstrated strong communication presentation skills.,0
Experience mentoring junior engineers.,0
LIDD1 typical base pay range role across . currently USD 85 900 164 600 per year.,0
Starting base pay depend relevant experience skills training education business needs market demands ultimate job duties requirements work location.,0
Skyworks different base pay ranges different work locations .,0
Skyworks Equal Opportunity Employer.,0
qualified applicants receive consideration employment without regard race color religion age sex sexual orientation gender identity national origin disability protected veteran status characteristic protected law.,0
Job Segment Thermal Engineering Telecom Telecommunications Fabrication Network Engineering Technology Manufacturing Apply Find similar jobs,0
PapeDawson Engineers,0
Equal Opportunity/Affirmative Action employer,0
Workplace Hybrid Service Area Transportation,0
External Company URL http,0
Post PapeDawson Career Portal 6262023,0
position responsible providing advanced technical support development design road highway projects.,1
Assist Project Manager development design road highway projects include plans specifications estimates,1
Consult Project Manager review detailed plans specifications estimate cost ensure conformity project scope design standards,1
Develop feasible design alternatives compare significant parameters typical sections horizontal vertical alignments rightofway requirements cost,1
Identify analyze principle design features major design alternatives satisfy projects purpose need,1
Review design details coordinate technical recommendations assess costeffective conductibility project generally evaluate project,1
Produce detailed final design plans specifications estimates accordance AASHTO FHWA TXDOT,1
Registered Licensed Engineer Training .T. PapeDawson Engineers,1
Bachelor Science degree civil agricultural engineering ABET accredited college university,0
4 years multidiscipline experience roadway design PSE,0
Familiar engineering principles techniques procedures,0
Working knowledge Microstation,0
Effective communications skills oral written,0
Ability interact professionally clients level employees within organization,0
Must able work Monday Friday 8 5 pm occasional overtime needed,0
Ability work collaboratively team environment well independently,0
Registered Licensed Engineer Training .T. PapeDawson Engineers,0
Equal Opportunity/Affirmative Action employer,0
ID 20234483,0
iHeartMedia Markets Current employees contingent workers click .,0
The audio revolution iHeart leading it!,0
broadcast radio digital streaming radio podcasting audio continues grow,0
iHeart reaches 90 Americans every month,0
1 audio company America,0
across every one platforms.,0
Were home many country's popular trusted on-air personalities podcast influencers,0
build important connections hundreds communities across America,0
create produce popular well-known branded live music events America,0
complete audio ad technology stack industry forms audio demand broadcast radio digital streaming radio podcasting.,0
one company America 1 position everything audio iHeartMedia.,0
If excited role feel experience aligns perfectly job description encourage apply anyway.,0
iHeartMedia dedicated building diverse inclusive authentic workplace,0
looking teammates passionate do!,0
What Need Were seeking experienced Broadcast Transmission Engineer,0
What Do Maintain overall digital broadcasting electronic systems related equipment optimum transmission/broadcast performance,0
Maintain traditional radio digital broadcasting electronic systems equipment including limited to RF switchers transmitters transceivers studio consoles associated audio equipment,0
Respond equipment outages malfunctions related technical problems,0
Conduct routine diagnostic testing repair replacement equipment used radio station broadcasts,0
Assist clients fellow technicians service personnel installation training support software hardware related third party peripheral components including limited to file servers commercial grade workstations networking switches NICs monitors KVMs radio equipment,0
Document equipment maintenance repair replacements,0
Make decisions test equipment parts related tools needed use maintenance repair,0
Install maintain support desktop computer equipment internal users well company-owned sites within market,0
Periodic travel iHeartMedia locations assist equipment installation troubleshooting,0
Occasional night weekend work expected must on-call available respond 24/7,0
Service-oriented work requiring excellent written oral communication well daily personable interaction executive management programming sales departments,0
What Need Previous radio broadcast experience required,0
Associate degree greater technical field equivalent experience required,0
SBE certification plus,0
Ability climb ladders work small spaces ability lift 50 pounds,0
Valid state driver's license excellent driving record,0
Self-management effectively prioritize complete tasks timely manner,0
Willingness learn adapt new initiatives innovations,0
Strong communication organization documentation skills,0
Ability troubleshoot problem-solve produce productive positive results,0
What Bring Respect others strong belief others return,0
Full proficiency understanding job function,0
Open communication colleagues direct reports encourages collaboration team consensus,0
Strong problem-solving skills,0
Efficiency independent work minimal guidance,0
Commitment process improvement overall team effectiveness,0
Professional communication stresses diplomacy empathy patience,0
Location Milwaukee WI 12100 W Howard Ave 53228,0
Position Type Regular,0
Time Type Full time,0
Pay Type Hourly,0
Benefits iHeartMedia's benefits offering flexible offers variety choices meet diverse needs changing workforce including following,0
Employer-sponsored medical dental vision variety coverage options,0
Company-provided supplemental life insurance,0
Paid vacation sick time,0
Paid company holidays including floating holiday enable employees celebrate holiday choosing,0
Spirit day encourage allow employees easily volunteer community,0
401K plan,0
Employee Assistance Program EAP cost services include telephonic counseling sessions consultation legal financial matters emotional wellbeing family caregiving range additional voluntary programs spending accounts student loan refinancing accident insurance more!,0
Maintain overall digital broadcasting electronic systems related equipment optimum transmission/broadcast performance,1
Maintain traditional radio digital broadcasting electronic systems equipment including limited to RF switchers transmitters transceivers studio consoles associated audio equipment,1
Respond equipment outages malfunctions related technical problems,1
Conduct routine diagnostic testing repair replacement equipment used radio station broadcasts,1
Assist clients fellow technicians service personnel installation training support software hardware related third party peripheral components including limited to file servers commercial grade workstations networking switches NICs monitors KVMs radio equipment,1
Document equipment maintenance repair replacements,1
Make decisions test equipment parts related tools needed use maintenance repair,1
Install maintain support desktop computer equipment internal users well company-owned sites within market,1
Periodic travel iHeartMedia locations assist equipment installation troubleshooting,1
Occasional night weekend work expected must on-call available respond 24/7,1
Service-oriented work requiring excellent written oral communication well daily personable interaction executive management programming sales departments,1
Previous radio broadcast experience required,0
Associate degree greater technical field equivalent experience required,0
SBE certification plus,0
Ability climb ladders work small spaces ability lift 50 pounds,0
Valid state driver's license excellent driving record,0
Self-management effectively prioritize complete tasks timely manner,0
Willingness learn adapt new initiatives innovations,0
Strong communication organization documentation skills,0
Ability troubleshoot problem-solve produce productive positive results,0
The Company equal opportunity employer tolerate discrimination employment basis race color age sex sexual orientation gender identity expression religion disability ethnicity national origin marital status protected veteran status genetic information legally protected classification status.,0
Our organization participates E-Verify.,0
Click learn E-Verify.,0
iHeartMedia number one audio company United States reaching nine 10 Americans every month specialize radio digital social podcasts influencers data events across nation provide premier opportunities advertisers.,0
Visit learn us.,0
Theres work Caterpillar work itself.,0
We hire smart friendly people which shows our culture.,0
"We hold high standards and make sure our values of integrity, excellence, teamwork, and commitment to sustainability come to life in the way we work.",0
We make sure our employees feel continuously challenged but also supported.,0
"We provide professional growth opportunities, including leadership programs.",0
We celebrate diversity in our team and believe in working together as one Caterpillar.,0
"Our culture is like everything in our company, made possible by our employees' contributions.",0
"This position provides technical support and leadership, assuring quality, durability, and reliability of engine components and subassemblies for one Solar products within the Overhaul organization.",0
"The incumbent will work closely with Product Engineers to provide technical support for detailed part and subassembly manufacturing, part reconditioning, and remanufacturing using standard techniques and procedures.",0
"There will be extensive interaction with Turbotec Engineering, Solar Design Engineering, and Engineering personnel at Solar's worldwide overhaul facilities.",0
This function is also responsible for providing engineering instruction and round-the-clock technical support for critical Overhauls with a Lean 6 Sigma focus on requirements to build quality units in a timely manner.,0
Activities would include Subassembly BOM maintenance and keeping up to date with configuration changes.,0
Provide disposition for out-of-spec and rework parts.,0
"Technical liaison for detailed part and subassembly work performed by suppliers such as Turbotec, Chromalloy, and Commerce.",0
Provide engineering documentation for customer property repairs and overhauls.,0
"Create and maintain subassembly and detailed part routing, technical work instructions, travelers, SFIS, etc.",0
Technical support for root cause investigation of test rejects and detailed part and subassembly quality issues.,0
Utilize Lean 6 Sigma principles to generate improvements to meet quality and production requirements.,0
Bachelors degree in a related engineering discipline.,0
01 years of relative experience.,0
Minimum overall GPA on a scale.,0
"Demonstrated ability to read and interpret engineering drawings, resolve complex problems, and make sound technical decisions.",0
Relocation assistance offered.,0
"The employer is currently hiring foreign national applicants and may require sponsorship tied to a specific employer (H-1B, L-1, TN, F-1, J-1, E-1, O-1).",0
"EEO/AA Employer. All qualified individuals, including minorities, females, veterans, and individuals with disabilities, are encouraged to apply.",0
help us unleash human potential eliminating bottlenecks intent action.,0
achieve this were building practical neural interface drawing rich neuromotor signals measured noninvasively using electromyography EMG.,0
research lies intersection computational neuroscience machine learning signal processing statistics biophysics motor learning ARVR humancomputer interaction.,0
excited joining collaborative research team.,0
advance companys AIdriven ARVR agenda.,0
Help transition deliver work research product.,0
Public Compensation 172 994year 241 000year bonus equity benefits,0
Research Engineer working Reality Labs responsible implementation acceleration EMG machine learning platform creating new AI models tools infrastructure unlock capabilities technology productionizing research results working scientists software engineers hardware engineers designers advance companys AIdriven ARVR agenda.,1
Research develop Deep Learning computational models least one Computer Vision Natural Language Processing EMG signal processing.,0
Design methods tools infrastructure analyze leverage rich multimodal data sets.,0
Collaborate research scientists research engineers develop innovative deep learning models define next generation EMGbased ARVR interaction techniques.,0
Define shortterm research goals informed practical engineering concerns.,0
Adapt standard machine learning methods best exploit modern parallel environments . distributed clusters multicore SMP GPU.,0
Bachelors degree Computer Science Computer Engineering relevant technical field equivalent practical experience.,0
Masters degree Computer Science Computer Engineering relevant technical field.,0
Experience developing machine learning models scale inception business impact,0
Research experience machine learning deep learning computer vision natural language processing.,0
Programming experience Python handson experience frameworks PyTorch.,0
Exposure architectural patterns large scale software applications.,0
Must obtain work authorization country employment time hire maintain ongoing work authorization employment.,0
Minimum Qualifications,0
Minimum Qualifications,0
Preferred Qualifications,0
Preferred Qualifications,0
Equal Opportunity Meta proud Equal Employment Opportunity Affirmative Action employer.,0
may view Equal Employment Opportunity notice here.,0
may use information maintain safety security Meta employees others required permitted law.,0
may view Metas Pay Transparency Policy Equal Employment Opportunity Law notice Notice Applicants Employment Employees clicking corresponding links.,0
Additionally Meta participates EVerify program certain locations required law,0
Join TrustPoint Build Worlds First Commercial GPS System,0
GPS ubiquitous global utility modern society knowing ones location critical government commercial personal applications.,0
Still todays solutions determining location inaccurate slow unencrypted susceptible jamming spoofing.,0
shortcomings make GPS insufficient tomorrows safetycritical highprecision applications problem TrustPoint intends solve.,0
TrustPoint developing fully commercial nextgeneration GPS service provide significant performance security reliability improvements GPS users.,0
includes better accuracy quicker Time First Fix antispoof antijam capabilities.,0
improvements support US Government position timing service resiliency well enable nextgeneration commercial applications like drone delivery selfdriving cars urban air mobility augmented reality.,0
55B annual GNSS Receiver market ripe disruption TrustPoint intends lead revolution commercial infrastructure services.,0
The Position With locations outside Washington DC Silicon Valley TrustPoint currently seeking Full Time Digital Signals Processing DSP Engineer join team help develop signal processing algorithms firmware needed commercial Global Navigation Satellite System GNSS.,0
Further work directly Chief Engineer satellite payload team develop systems primary signal data structures levering companys proprietary satellite RF technologies.,0
You also research advise state industrys DSP best practices tools technologies support company strategy.,0
early hire significant upward mobility available short order including manager director level positions.,0
DSP Engineer responsible designing developing implementing innovative signal processing solutions heart GNSS receivers measurement engine.,1
Develop simple reliable signal processing software firmware variety SoCs FPGAs,1
Implement cuttingedge DSP algorithms derive precise signal measurement data GNSS signals,1
Develop novel algorithms based digital signal processing statistical processing machine learning extract features RF data identify RF signals mitigate interference errors,1
Test firmware full RF solutions simulation hardwareintheloop field demonstrations,1
Support engineering business teams derive DSP linked requirements across company,1
Support product development team productization technologies solutions,1
Support space ground infrastructure operations team system commissioning operations automation anomaly investigation mitigation.,1
Maintain unwavering focus meeting software development targets achieving objectives,1
electrical engineering computer science equivalent practical experience,0
preferred 5 years experience developing VHDL Verilog CC highperformance embedded devices,0
3 years experience digital signal processing GNSS wireless communication applications,0
Proficiency digital communications digital signal processing theory applications including familiarity modern wireless communication standards 4G 5G WiFi SATCOM IoT,0
Hands experience software defined radios RF systems,0
Highly motivated selfstarting able perform duties autonomously without supervision,0
Passionate solving customer problems new innovative technology,0
Excellent professional interpersonal communication skills verbal written,0
Strong organizational skills professional business practices.,0
US Citizen US Permanent Resident Status Green Card,0
Ability travel 10,0
US security clearance,0
Cultural Fit Thrive startup environment,0
Effective communication style instills culture optimism positivity,0
Sense humor ability proactively problem solve.,0
Encourages colleagues think plan strategically executing well tactically.,0
Works well company levels disciplines,0
Willing roll sleeves new venture working closely colleagues.,0
Compensation Benefits The selected candidate competitively compensated salary equity stock options standard benefits.,0
Imagine could here.,0
Apple new ideas way becoming extraordinary products services customer experiences quickly.,0
Bring passion dedication job theres telling could accomplish.,0
people Apple build products craft kind wonder thats revolutionized entire industries.,0
diversity people ideas inspires innovation runs everything do amazing technology industryleading environmental efforts.,0
Join Apple help us leave world better found it.,0
Pay Benefits Apple base pay one part total compensation package determined within range.,0
provides opportunity progress grow develop within role.,0
employees also opportunity become Apple shareholder participation Apples discretionary employee stock programs.,0
Apple employees eligible discretionary restricted stock unit awards purchase Apple stock discount voluntarily participating Apples Employee Stock Purchase Plan.,0
also receive benefits including Comprehensive medical dental coverage retirement benefits range discounted products free services formal education related advancing career Apple reimbursement certain educational expenses including tuition.,0
Additionally role might eligible discretionary bonuses commission payments well Apple Apple benefit compensation employee stock programs subject eligibility requirements terms applicable plan program.,0
Lead development new plastic injection tooling projects meet wide range product performance cosmetic requirements.,1
Lead Apple suppliers design produce worldclass plastic tooling.,1
Lead tool design build tool process development tool qualifications supplier.,1
Collaborate supply management product design industrial design manufacturing engineering groups material selection design feasibility aesthetics new plastic part tooling designs.,1
Serve Apples internal plastic tooling manufacturing authority demonstrating thorough understanding properties various moldmaking materials tool component fabrication techniques.,1
Institute continuous process improvement measures initial product design production ramp new products.,1
Proficient use Design Manufacturing SPC DOE Six Sigma techniques.,1
Take leading role driving improvement productivity quality plastic part manufacturing molding tooling techniques.,1
Train engineers supplier plants Asia utilize new tooling materials fabrication techniques.,1
Develop collaborative relationships Apple suppliers training quality control visits.,1
Advise supplier plants maintaining correct controls processes.,1
Position requires 10 years mold making molding industry.,0
Extensive experience tooling design manufacturing required.,0
Knowledge plastic materials design manufacturing terms geometry cosmetic quality.,0
Lens optical tooling experience,0
Experience developing plastic processing parameters.,0
Experience leading complex development programs overseas vendors Asia preferred.,0
Excellent written oral communication skills necessary.,0
25 Travel required,0
BS MS Plastics Engineer preferred,0
Apple Footer Apple equal opportunity employer committed inclusion diversity.,0
take affirmative action ensure equal opportunity applicants without regard race color religion sex sexual orientation gender identity national origin disability Veteran status legally protected characteristics.,0
Learn EEO rights applicant Opens new window .,0
Apple discriminate retaliate applicants inquire about disclose discuss compensation applicants.,0
United States Department Labor.,0
Learn Opens new window .,0
Apple consider employment qualified applicants criminal histories manner consistent applicable law.,0
applying position San Francisco review San Francisco Fair Chance Ordinance guidelines opens new window applicable area.,0
Apple participates EVerify program certain locations required law.,0
Learn EVerify program Opens new window .,0
Apple committed working providing reasonable accommodation applicants physical mental disabilities.,0
Apple drugfree workplace.,0
Reasonable Accommodation Drug Free Workplace policy Learn Opens new window .,0
Our People Places Solutions business reinforces drive improve lives people everywhere epitomizes tremendous positive impact value solutions bring communities society whole.,0
facilities delivering lifesaving therapies ensuring clean water enabling connection people modes transportation providing access technology were integrating multitude solution elements build smart environments tomorrow.,0
Start Jacobs career company inspires empowers deliver best work evolve grow succeed today tomorrow.,0
By joining team opportunity deploy technical skills engineering technology geoscience develop solutions solve clients challenging energy needs emerging North America geothermal team.,0
These openings provide opportunity engage clients develop holistic conceptlevel plans solutions take detailed design provide full execution solution.,0
Come join growing team realize future energy!,0
Your Impact The energy industry undergoing rapid dramatic changes moving away fossil fuels alternative clean energy sources.,1
Jacobs expanding Energy Power Solutions team tackle complexities decarbonization order deliver cleaner secure energy future.,1
part expanding global expertise geothermal power heat North American market.,1
multiple positions available mid senior career level practitioners seeking take leading role working closely operations sales technology teams expand energy transition portfolio.,1
team working closely global Geothermal Center Excellence supporting diverse international multisector client group.,1
positions based Jacobs USA Canada offices work part integrated team across globe.,1
Your primary responsibilities focus upon providing advisory design solutions geothermal project development technical delivery part geothermal team along renewable energy projects.,1
Successful candidates demonstrated ability anticipate challenges manage supporting large teams responsible daily details project delivery.,1
If excited possibilities geothermal energy contributing carbonfree energy future motivated challenge enjoy working dynamic multidisciplinary team develop innovative solutions Jacobs place you.,1
Heres Need Bachelors Advanced Degree Engineering Geosciences similar scientific background least 10 years design consulting operations experience working service providers contractors OEMs OwnerDevelopers Lenders regulators established emerging energy technologies,0
Proven ability engage clients develop relationships win work deliver innovative solutions providing value client provider.,0
Demonstrated ability higher level strategic exploration concept development planning new geothermal resource opportunities including knowledge application new emerging technologies.,0
Jacobs Equal OpportunityAffirmative Action Employer.,0
qualified applicants receive consideration employment without regard race religion creed color national origin ancestry sex including pregnancy childbirth breastfeeding medical conditions related pregnancy childbirth breastfeeding age medical condition marital domestic partner status sexual orientation gender gender identity gender expression transgender status mental disability physical disability genetic information military veteran status citizenship lowincome status status characteristic protected applicable law.,0
Learn rights Federal EEO laws supplemental language filesemployerseeoc gina .,0
The pay range position per hour offers health care benefits flexible spending accounts 401k plan earned paid time sick leave life insurance disability coverage life work wellness benefits.,0
Benefits may subject generally applicable eligibility waiting period contribution requirements conditions.,0
Marriott International believes in hiring diverse workforce sustaining inclusive peoplefirst culture.,0
We are committed to nondiscrimination protected basis disability veteran status basis covered applicable law.,0
Marriott International considers employment qualified applicants criminal histories consistent applicable federal state local law.,0
Marriott Hotels strive elevate art hospitality innovating every opportunity keeping comfort ohsofamiliar around globe.,0
host Marriott Hotels help keep promise Wonderful Hospitality.,0
Always.,0
delivering thoughtful heartfelt forwardthinking service upholds builds upon living legacy.,0
name thats synonymous hospitality world over proud welcome explore career Marriott Hotels.,0
joining Marriott Hotels join portfolio brands Marriott International.,0
Be best work begin purpose belong amazing global team become best version you.,0
JW Marriott part Marriott Internationals luxury portfolio consists 100 beautiful properties gateway cities distinctive resort locations around world.,0
JW believes associates come first.,0
happy guests happy.,0
JW Marriott associates confident innovative genuine intuitive carry legacy brands namesake company founder Marriott.,0
hotels offer work experience unlike other part community enjoy true camaraderie diverse group coworkers.,0
JW creates opportunities training development recognition importantly place pursue passions luxury environment focus holistic wellbeing.,0
Treating guests exceptionally starts way take care associates.,0
Thats JW Treatment.,0
JOB SUMMARY Respond attend guest repair requests.,1
Communicate guestscustomers resolve maintenance issues little supervision.,1
Perform preventive maintenance tools equipment including cleaning lubrication.,1
Visually inspect tools equipment machines.,1
Carry equipment .,1
tools radio.,1
Identify locate operate shutoff valves equipment.,1
Maintain maintenance inventory requisition parts supplies needed.,1
Assure days activities problems occur communicated shifts using approved communication programs standards.,1
Display advanced ability read standard blue prints electrical schematics concerning plumbing HVAC.,1
Display average engineering operations skills strong general mechanical ability.,1
Display proficiency least three following categories average skills three following categories basic skills remaining categories air conditioning refrigeration electrical mechanical plumbing pneumaticelectronic systems controls carpentry finish skills kitchen equipment vehicles energy conservation general building management.,1
Display solid knowledge skill safe use hand power tools materials required perform repair maintenance tasks.,1
Safely perform highly complex repairs physical property electrical plumbing mechanical equipment air conditioners refrigeration pool heaters ensuring methods materials practices meet company standards Local National codes little supervision.,1
Troubleshoot perform repairs types equipment .,1
pump motor replacement plumbing .,1
plunge toilets unclog drains electrical equipment including lamps air conditioners HVAC equipment cosmetic items extension cords vacuum cleaners internet devices replace electrical switches outlets program TVs.,1
Use LockoutTagout system performing maintenance work.,1
Display advanced knowledge engineering computer programs related preventative maintenance energy management systems including devices interact programs.,1
Perform advanced troubleshooting hotel Mechanical Electrical Plumbing MEP systems.,1
Display ability train mentor engineers necessary.,1
Display ability perform Engineer Duty responsibilities including readings rounds.,1
Follow company safety security policies procedures report maintenance problems safety hazards accidents injuries complete safety training certifications properly store flammable materials.,1
Ensure uniform personal appearances clean professional maintain confidentiality proprietary information protect company assets.,1
Welcome acknowledge guests according company standards anticipate address guests service needs assist individuals disabilities thank guests genuine appreciation.,1
Adhere quality expectations standards.,1
Develop maintain positive working relationships others support team reach common goals listen respond appropriately concerns employees.,1
Speak others using clear professional language.,1
Move lift carry push pull place objects weighing less equal 50 pounds without assistance heavier lifting movement tasks assistance.,1
Move stairs service ramps ladders.,1
Reach overhead knees including bending twisting pulling stooping.,1
Enter locate workrelated information using computers.,1
Perform reasonable job duties requested.,1
Display proficiency least three following categories average skills three following categories basic skills remaining categories air conditioning refrigeration electrical mechanical plumbing pneumaticelectronic systems controls carpentry finish skills kitchen equipment vehicles energy conservation general building management.,0
Display solid knowledge skill safe use hand power tools materials required perform repair maintenance tasks.,0
Safely perform highly complex repairs physical property electrical plumbing mechanical equipment air conditioners refrigeration pool heaters ensuring methods materials practices meet company standards Local National codes little supervision.,0
Use LockoutTagout system performing maintenance work.,0
Display advanced knowledge engineering computer programs related preventative maintenance energy management systems including devices interact programs.,0
Perform advanced troubleshooting hotel Mechanical Electrical Plumbing MEP systems.,0
Display ability train mentor engineers necessary.,0
Display ability perform Engineer Duty responsibilities including readings rounds.,0
